Caller,Callee,Call Type,Radare2,Ghidra,Angr_Fast,Angr_Emul
bfd_write_archive_contents,bfd_ar_spacepad,High-High,✓,✗,✗,✗
bfd_write_archive_contents,bfd_check_format,High-High,✓,✗,✗,✗
bfd_write_archive_contents,bfd_compute_and_write_armap,High-High,✓,✗,✗,✗
bfd_write_archive_contents,bfd_error_handler,High-High,✓,✗,✗,✗
bfd_write_archive_contents,bfd_get_current_time,High-High,✓,✗,✗,✗
bfd_write_archive_contents,bfd_get_error,High-High,✓,✗,✗,✗
bfd_write_archive_contents,bfd_malloc,High-High,✓,✗,✗,✗
bfd_write_archive_contents,bfd_read,High-High,✓,✗,✗,✗
bfd_write_archive_contents,bfd_seek,High-High,✓,✗,✗,✗
bfd_write_archive_contents,bfd_set_error,High-High,✓,✗,✗,✗
bfd_write_archive_contents,bfd_set_input_error,High-High,✓,✗,✗,✗
bfd_write_archive_contents,bfd_write,High-High,✓,✗,✗,✗
bfd_write_archive_contents,bfd_zmalloc,High-High,✓,✗,✗,✗
bfd_write_archive_contents,imp.__errno_location,High-High,✓,✗,✗,✗
bfd_write_archive_contents,imp.__memcpy_chk,High-High,✓,✗,✗,✗
bfd_write_archive_contents,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
bfd_write_archive_contents,imp.dcgettext,High-High,✓,✗,✗,✗
bfd_write_archive_contents,imp.getgid,High-High,✓,✗,✗,✗
bfd_write_archive_contents,imp.getuid,High-High,✓,✗,✗,✗
bfd_write_archive_contents,imp.stat,High-High,✓,✗,✗,✗
bfd_write_archive_contents,imp.strlen,High-High,✓,✗,✗,✗
bfd_write_bigendian_4byte_int,bfd_write,High-High,✓,✗,✗,✗
bfd_write_bigendian_4byte_int,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
bfd_write_merged_section,bfd_abort,High-High,✓,✗,✗,✗
bfd_write_merged_section,bfd_assert,High-High,✓,✗,✗,✗
bfd_write_merged_section,bfd_octets_per_byte,High-High,✓,✗,✗,✗
bfd_write_merged_section,bfd_seek,High-High,✓,✗,✗,✗
bfd_write_merged_section,bfd_write,High-High,✓,✗,✗,✗
bfd_write_merged_section,bfd_zmalloc,High-High,✓,✗,✗,✗
bfd_write_merged_section,imp.memcpy,High-High,✓,✗,✗,✗
bfd_write_section_stabs,bfd_assert,High-High,✓,✗,✗,✗
bfd_write_section_stabs,bfd_stringtab_size,High-High,✓,✗,✗,✗
bfd_write_stab_strings,bfd_assert,High-High,✓,✗,✗,✗
bfd_write_stab_strings,bfd_hash_table_free,High-High,✓,✗,✗,✗
bfd_write_stab_strings,bfd_seek,High-High,✓,✗,✗,✗
bfd_write_stab_strings,bfd_stringtab_emit,High-High,✓,✗,✗,✗
bfd_write_stab_strings,bfd_stringtab_free,High-High,✓,✗,✗,✗
bfd_write_stab_strings,bfd_stringtab_size,High-High,✓,✗,✗,✗
bfd_x86_elf_link_report_tls_transition_error,bfd_abort,High-High,✓,✗,✗,✗
bfd_x86_elf_link_report_tls_transition_error,bfd_elf_sym_name,High-High,✓,✗,✗,✗
bfd_x86_elf_link_report_tls_transition_error,imp.dcgettext,High-High,✓,✗,✗,✗
bfd_x86_elf_link_setup_gnu_properties,bfd_abort,High-High,✓,✗,✗,✗
bfd_x86_elf_link_setup_gnu_properties,bfd_elf_get_property,High-High,✓,✗,✗,✗
bfd_x86_elf_link_setup_gnu_properties,bfd_elf_link_setup_gnu_properties,High-High,✓,✗,✗,✗
bfd_x86_elf_link_setup_gnu_properties,bfd_log2,High-High,✓,✗,✗,✗
bfd_x86_elf_link_setup_gnu_properties,imp.dcgettext,High-High,✓,✗,✗,✗
bfd_x86_elf_link_setup_gnu_properties,report_isa_level,High-High,✓,✗,✗,✗
bfd_x86_elf_parse_gnu_properties,bfd_elf_get_property,High-High,✓,✗,✗,✗
bfd_x86_elf_parse_gnu_properties,bfd_error_handler,High-High,✓,✗,✗,✗
bfd_x86_elf_parse_gnu_properties,imp.dcgettext,High-High,✓,✗,✗,✗
bfd_x86_elf_write_sframe_plt,bfd_assert,High-High,✓,✗,✗,✗
bfd_x86_elf_write_sframe_plt,bfd_zalloc,High-High,✓,✗,✗,✗
bfd_x86_elf_write_sframe_plt,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
bfd_x86_elf_write_sframe_plt,imp.memcpy,High-High,✓,✗,✗,✗
bfd_x86_elf_write_sframe_plt,sframe_encoder_free,High-High,✓,✗,✗,✗
bfd_x86_elf_write_sframe_plt,sframe_encoder_write,High-High,✓,✗,✗,✗
bfd_xalloc,bfd_alloc,High-High,✓,✗,✗,✗
bfd_xalloc,bfd_fatal,High-High,✓,✗,✗,✗
bfd_xcoff_stringtab_init,bfd_stringtab_init,High-High,✓,✗,✗,✗
bfd_zalloc,bfd_alloc,High-High,✓,✗,✗,✗
bfd_zalloc,imp.memset,High-High,✓,✗,✗,✗
bfd_zmalloc,bfd_set_error,High-High,✓,✗,✗,✗
binary_object_p,bfd_set_error,High-High,✓,✗,✗,✗
binary_object_p,bfd_stat,High-High,✓,✗,✗,✗
binary_object_p,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
build_tree,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
build_tree,pqdownheap,High-High,✓,✗,✗,✗
buildargv,free,High-High,✗,✗,✓,✓
buildargv,imp.strlen,High-High,✓,✗,✗,✗
buildargv,strchr,High-High,✗,✗,✓,✓
buildargv,strlen,High-High,✗,✗,✓,✓
buildargv,xmalloc,High-High,✓,✗,✓,✓
buildargv,xrealloc,High-High,✗,✗,✓,✓
buildargv,xstrdup,High-High,✗,✗,✓,✓
buy_and_read,bfd_get_file_size,High-High,✓,✗,✗,✗
buy_and_read,bfd_malloc,High-High,✓,✗,✗,✗
buy_and_read,bfd_read,High-High,✓,✗,✗,✗
buy_and_read,bfd_seek,High-High,✓,✗,✗,✗
buy_and_read,bfd_set_error,High-High,✓,✗,✗,✗
cache_bclose,bfd_cache_delete,High-High,✓,✗,✗,✗
cache_bclose,bfd_lock,High-High,✓,✗,✗,✗
cache_bclose,bfd_unlock,High-High,✓,✗,✗,✗
cache_bflush,bfd_lock,High-High,✓,✗,✗,✗
cache_bflush,bfd_set_error,High-High,✓,✗,✗,✗
cache_bflush,bfd_unlock,High-High,✓,✗,✗,✗
cache_bflush,imp.fflush,High-High,✓,✗,✗,✗
cache_bmmap,bfd_abort,High-High,✓,✗,✗,✗
cache_bmmap,bfd_lock,High-High,✓,✗,✗,✗
cache_bmmap,bfd_set_error,High-High,✓,✗,✗,✗
cache_bmmap,bfd_unlock,High-High,✓,✗,✗,✗
cache_bmmap,imp.fileno,High-High,✓,✗,✗,✗
cache_bmmap,imp.mmap,High-High,✓,✗,✗,✗
cache_bread,bfd_lock,High-High,✓,✗,✗,✗
cache_bread,bfd_set_error,High-High,✓,✗,✗,✗
cache_bread,bfd_unlock,High-High,✓,✗,✗,✗
cache_bread,imp.ferror,High-High,✓,✗,✗,✗
cache_bread,imp.fread,High-High,✓,✗,✗,✗
cache_bseek,bfd_lock,High-High,✓,✗,✗,✗
cache_bseek,bfd_real_fseek,High-High,✓,✗,✗,✗
cache_bseek,bfd_unlock,High-High,✓,✗,✗,✗
cache_bstat,bfd_lock,High-High,✓,✗,✗,✗
cache_bstat,bfd_set_error,High-High,✓,✗,✗,✗
cache_bstat,bfd_unlock,High-High,✓,✗,✗,✗
cache_bstat,imp.fileno,High-High,✓,✗,✗,✗
cache_bstat,imp.fstat,High-High,✓,✗,✗,✗
cache_btell,bfd_lock,High-High,✓,✗,✗,✗
cache_btell,bfd_real_ftell,High-High,✓,✗,✗,✗
cache_btell,bfd_unlock,High-High,✓,✗,✗,✗
cache_bwrite,bfd_lock,High-High,✓,✗,✗,✗
cache_bwrite,bfd_set_error,High-High,✓,✗,✗,✗
cache_bwrite,bfd_unlock,High-High,✓,✗,✗,✗
cache_bwrite,imp.ferror,High-High,✓,✗,✗,✗
cache_bwrite,imp.fwrite,High-High,✓,✗,✗,✗
canonical_filename_eq,imp.strcmp,High-High,✓,✗,✗,✗
canonical_filename_eq,lrealpath,High-High,✓,✗,✗,✗
check_build_id_file,bfd_assert,High-High,✓,✗,✗,✗
check_build_id_file,bfd_check_format,High-High,✓,✗,✗,✗
check_build_id_file,bfd_close,High-High,✓,✗,✗,✗
check_build_id_file,bfd_fopen,High-High,✓,✗,✗,✗
check_build_id_file,get_build_id,High-High,✓,✗,✗,✗
check_build_id_file,imp.memcmp,High-High,✓,✗,✗,✗
check_dynsym,bfd_error_handler,High-High,✓,✗,✗,✗
check_dynsym,bfd_set_error,High-High,✓,✗,✗,✗
check_dynsym,imp.dcgettext,High-High,✓,✗,✗,✗
check_for_relocs,bfd_error_handler,High-High,✓,✗,✗,✗
check_for_relocs,bfd_set_error,High-High,✓,✗,✗,✗
check_for_relocs,imp.dcgettext,High-High,✓,✗,✗,✗
choose_tmpdir,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
choose_tmpdir,imp.__strcpy_chk,High-High,✓,✗,✗,✗
choose_tmpdir,imp.access,High-High,✓,✗,✗,✗
choose_tmpdir,imp.getenv,High-High,✓,✗,✗,✗
choose_tmpdir,imp.stat,High-High,✓,✗,✗,✗
choose_tmpdir,imp.strlen,High-High,✓,✗,✗,✗
choose_tmpdir,xmalloc,High-High,✓,✗,✗,✗
cie_eq,imp.memcmp,High-High,✓,✗,✗,✗
cie_eq,imp.strcmp,High-High,✓,✗,✗,✗
close_one,bfd_real_ftell,High-High,✓,✗,✗,✗
coff_amd64_reloc,bfd_get_link_info,High-High,✓,✗,✗,✗
coff_amd64_reloc,bfd_link_hash_lookup,High-High,✓,✗,✗,✗
coff_amd64_reloc,bfd_set_error,High-High,✓,✗,✗,✗
coff_amd64_reloc,elf_phdr,High-High,✓,✗,✗,✗
coff_amd64_reloc,imp.dcgettext,High-High,✓,✗,✗,✗
coff_bfd_make_debug_symbol,bfd_alloc,High-High,✓,✗,✗,✗
coff_bfd_make_debug_symbol,bfd_zalloc,High-High,✓,✗,✗,✗
coff_classify_symbol,bfd_error_handler,High-High,✓,✗,✗,✗
coff_classify_symbol,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
coff_classify_symbol,imp.dcgettext,High-High,✓,✗,✗,✗
coff_compute_section_file_positions,bfd_error_handler,High-High,✓,✗,✗,✗
coff_compute_section_file_positions,bfd_malloc,High-High,✓,✗,✗,✗
coff_compute_section_file_positions,bfd_seek,High-High,✓,✗,✗,✗
coff_compute_section_file_positions,bfd_set_error,High-High,✓,✗,✗,✗
coff_compute_section_file_positions,bfd_write,High-High,✓,✗,✗,✗
coff_compute_section_file_positions,bfd_zalloc,High-High,✓,✗,✗,✗
coff_compute_section_file_positions,htab_empty,High-High,✓,✗,✗,✗
coff_compute_section_file_positions,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
coff_compute_section_file_positions,imp.dcgettext,High-High,✓,✗,✗,✗
coff_compute_section_file_positions,imp.qsort,High-High,✓,✗,✗,✗
coff_compute_section_file_positions,imp.strcmp,High-High,✓,✗,✗,✗
coff_get_symbol_info,bfd_symbol_info,High-High,✓,✗,✗,✗
coff_i386_reloc,bfd_abort,High-High,✓,✗,✗,✗
coff_i386_reloc,elf_phdr,High-High,✓,✗,✗,✗
coff_mangle_symbols,bfd_assert,High-High,✓,✗,✗,✗
coff_object_cleanup,htab_delete,High-High,✓,✗,✗,✗
coff_object_p,bfd_alloc,High-High,✓,✗,✗,✗
coff_object_p,bfd_get_error,High-High,✓,✗,✗,✗
coff_object_p,bfd_get_file_size,High-High,✓,✗,✗,✗
coff_object_p,bfd_read,High-High,✓,✗,✗,✗
coff_object_p,bfd_release,High-High,✓,✗,✗,✗
coff_object_p,bfd_set_error,High-High,✓,✗,✗,✗
coff_object_p,coff_real_object_p,High-High,✓,✗,✗,✗
coff_object_p,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
coff_object_p,imp.memset,High-High,✓,✗,✗,✗
coff_print_aux,bfd_assert,High-High,✓,✗,✗,✗
coff_print_symbol,bfd_assert,High-High,✓,✗,✗,✗
coff_print_symbol,bfd_fprintf_vma,High-High,✓,✗,✗,✗
coff_print_symbol,bfd_print_symbol_vandf,High-High,✓,✗,✗,✗
coff_print_symbol,imp.__fprintf_chk,High-High,✓,✗,✗,✗
coff_print_symbol,imp.dcgettext,High-High,✓,✗,✗,✗
coff_print_symbol,imp.fputc,High-High,✓,✗,✗,✗
coff_print_symbol,imp.fwrite,High-High,✓,✗,✗,✗
coff_real_object_p,bfd_alloc,High-High,✓,✗,✗,✗
coff_real_object_p,bfd_error_handler,High-High,✓,✗,✗,✗
coff_real_object_p,bfd_get_file_size,High-High,✓,✗,✗,✗
coff_real_object_p,bfd_init_section_compress_status,High-High,✓,✗,✗,✗
coff_real_object_p,bfd_init_section_decompress_status,High-High,✓,✗,✗,✗
coff_real_object_p,bfd_read,High-High,✓,✗,✗,✗
coff_real_object_p,bfd_release,High-High,✓,✗,✗,✗
coff_real_object_p,bfd_rename_section,High-High,✓,✗,✗,✗
coff_real_object_p,bfd_set_error,High-High,✓,✗,✗,✗
coff_real_object_p,coff_object_cleanup,High-High,✓,✗,✗,✗
coff_real_object_p,imp.__isoc23_strtol,High-High,✓,✗,✗,✗
coff_real_object_p,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
coff_real_object_p,imp.dcgettext,High-High,✓,✗,✗,✗
coff_real_object_p,imp.memcpy,High-High,✓,✗,✗,✗
coff_real_object_p,imp.strlen,High-High,✓,✗,✗,✗
coff_real_object_p,imp.strncmp,High-High,✓,✗,✗,✗
coff_real_object_p,imp.strncpy,High-High,✓,✗,✗,✗
coff_set_arch_mach,bfd_get_arch,High-High,✓,✗,✗,✗
coff_swap_scnhdr_in,imp.strncmp,High-High,✓,✗,✗,✗
coff_write_alien_symbol,coff_write_symbol,High-High,✓,✗,✗,✗
coff_write_alien_symbol,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
coff_write_auxent_fname,bfd_stringtab_add,High-High,✓,✗,✗,✗
coff_write_auxent_fname,imp.__strncpy_chk,High-High,✓,✗,✗,✗
coff_write_auxent_fname,imp.strlen,High-High,✓,✗,✗,✗
coff_write_linenumbers,bfd_alloc,High-High,✓,✗,✗,✗
coff_write_linenumbers,bfd_release,High-High,✓,✗,✗,✗
coff_write_linenumbers,bfd_seek,High-High,✓,✗,✗,✗
coff_write_linenumbers,bfd_write,High-High,✓,✗,✗,✗
coff_write_linenumbers,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
coff_write_object_contents,bfd_assert,High-High,✓,✗,✗,✗
coff_write_object_contents,bfd_error_handler,High-High,✓,✗,✗,✗
coff_write_object_contents,bfd_get_arch,High-High,✓,✗,✗,✗
coff_write_object_contents,bfd_malloc,High-High,✓,✗,✗,✗
coff_write_object_contents,bfd_read,High-High,✓,✗,✗,✗
coff_write_object_contents,bfd_seek,High-High,✓,✗,✗,✗
coff_write_object_contents,bfd_set_error,High-High,✓,✗,✗,✗
coff_write_object_contents,bfd_write,High-High,✓,✗,✗,✗
coff_write_object_contents,coff_compute_section_file_positions,High-High,✓,✗,✗,✗
coff_write_object_contents,coff_mangle_symbols,High-High,✓,✗,✗,✗
coff_write_object_contents,coff_swap_reloc_out,High-High,✓,✗,✗,✗
coff_write_object_contents,coff_write_linenumbers,High-High,✓,✗,✗,✗
coff_write_object_contents,coff_write_symbols,High-High,✓,✗,✗,✗
coff_write_object_contents,imp.__sprintf_chk,High-High,✓,✗,✗,✗
coff_write_object_contents,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
coff_write_object_contents,imp.dcgettext,High-High,✓,✗,✗,✗
coff_write_object_contents,imp.memmove,High-High,✓,✗,✗,✗
coff_write_object_contents,imp.strcmp,High-High,✓,✗,✗,✗
coff_write_object_contents,imp.strlen,High-High,✓,✗,✗,✗
coff_write_object_contents,imp.strncmp,High-High,✓,✗,✗,✗
coff_write_object_contents,imp.strncpy,High-High,✓,✗,✗,✗
coff_write_symbol,bfd_abort,High-High,✓,✗,✗,✗
coff_write_symbol,bfd_alloc,High-High,✓,✗,✗,✗
coff_write_symbol,bfd_assert,High-High,✓,✗,✗,✗
coff_write_symbol,bfd_release,High-High,✓,✗,✗,✗
coff_write_symbol,bfd_seek,High-High,✓,✗,✗,✗
coff_write_symbol,bfd_stringtab_add,High-High,✓,✗,✗,✗
coff_write_symbol,bfd_tell,High-High,✓,✗,✗,✗
coff_write_symbol,bfd_write,High-High,✓,✗,✗,✗
coff_write_symbol,coff_write_auxent_fname,High-High,✓,✗,✗,✗
coff_write_symbol,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
coff_write_symbol,imp.strlen,High-High,✓,✗,✗,✗
coff_write_symbol,imp.strncpy,High-High,✓,✗,✗,✗
coff_write_symbols,bfd_assert,High-High,✓,✗,✗,✗
coff_write_symbols,bfd_seek,High-High,✓,✗,✗,✗
coff_write_symbols,bfd_set_error_handler,High-High,✓,✗,✗,✗
coff_write_symbols,bfd_stringtab_add,High-High,✓,✗,✗,✗
coff_write_symbols,bfd_stringtab_emit,High-High,✓,✗,✗,✗
coff_write_symbols,bfd_stringtab_free,High-High,✓,✗,✗,✗
coff_write_symbols,bfd_stringtab_init,High-High,✓,✗,✗,✗
coff_write_symbols,bfd_stringtab_size,High-High,✓,✗,✗,✗
coff_write_symbols,bfd_write,High-High,✓,✗,✗,✗
coff_write_symbols,coff_write_alien_symbol,High-High,✓,✗,✗,✗
coff_write_symbols,coff_write_symbol,High-High,✓,✗,✗,✗
coff_write_symbols,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
coff_write_symbols,imp.strlen,High-High,✓,✗,✗,✗
comp_unit_find_line,imp.strstr,High-High,✓,✗,✗,✗
compress2,deflate,High-High,✓,✗,✗,✗
compress2,deflateEnd,High-High,✓,✗,✗,✗
compress2,deflateInit_,High-High,✓,✗,✗,✗
compress2,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
compute_bucket_count,bfd_malloc,High-High,✓,✗,✗,✗
compute_bucket_count,imp.memset,High-High,✓,✗,✗,✗
concat,imp.strlen,High-High,✓,✗,✗,✗
concat,xmalloc,High-High,✓,✗,✗,✗
concat_copy,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
concat_copy,imp.memcpy,High-High,✓,✗,✗,✗
concat_copy,imp.strlen,High-High,✓,✗,✗,✗
concat_copy2,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
concat_copy2,imp.memcpy,High-High,✓,✗,✗,✗
concat_copy2,imp.strlen,High-High,✓,✗,✗,✗
concat_filename,bfd_error_handler,High-High,✓,✗,✗,✗
concat_filename,bfd_malloc,High-High,✓,✗,✗,✗
concat_filename,imp.__sprintf_chk,High-High,✓,✗,✗,✗
concat_filename,imp.dcgettext,High-High,✓,✗,✗,✗
concat_filename,imp.strlen,High-High,✓,✗,✗,✗
concat_length,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
concat_length,imp.strlen,High-High,✓,✗,✗,✗
copy_name,bfd_alloc,High-High,✓,✗,✗,✗
copy_name,imp.strncpy,High-High,✓,✗,✗,✗
core_file_matches_executable_p,bfd_set_error,High-High,✓,✗,✗,✗
cplus_demangle,cplus_demangle_v3,High-High,✓,✗,✗,✗
cplus_demangle,java_demangle_v3,High-High,✓,✗,✗,✗
cplus_demangle,rust_demangle,High-High,✓,✗,✗,✗
cplus_demangle_print,cplus_demangle_print_callback,High-High,✓,✗,✗,✗
cplus_demangle_print,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
cplus_demangle_print,imp.malloc,High-High,✓,✗,✗,✗
cplus_demangle_print_callback,d_print_comp,High-High,✓,✗,✗,✗
cplus_demangle_print_callback,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
cplus_demangle_type,cplus_demangle_type,High-High,✓,✗,✗,✗
cplus_demangle_type,d_cv_qualifiers,High-High,✓,✗,✗,✗
cplus_demangle_type,d_expression,High-High,✓,✗,✗,✗
cplus_demangle_type,d_function_type,High-High,✓,✗,✗,✗
cplus_demangle_type,d_make_comp,High-High,✓,✗,✗,✗
cplus_demangle_type,d_make_name,High-High,✓,✗,✗,✗
cplus_demangle_type,d_number,High-High,✓,✗,✗,✗
cplus_demangle_type,d_source_name,High-High,✓,✗,✗,✗
cplus_demangle_type,d_template_args,High-High,✓,✗,✗,✗
cplus_demangle_type,d_template_param,High-High,✓,✗,✗,✗
cplus_demangle_type,imp.__sprintf_chk,High-High,✓,✗,✗,✗
cplus_demangle_type,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
cplus_demangle_type,imp.strlen,High-High,✓,✗,✗,✗
cplus_demangle_type,next_is_type_qual,High-High,✓,✗,✗,✗
cplus_demangle_v3,d_demangle_callback,High-High,✓,✗,✗,✗
cplus_demangle_v3,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
crc32_combine,x2nmodp.constprop.0,High-High,✓,✗,✗,✗
crc32_combine64,x2nmodp.constprop.0,High-High,✓,✗,✗,✗
crc32_combine_gen,x2nmodp.constprop.0,High-High,✓,✗,✗,✗
crc32_combine_gen64,x2nmodp.constprop.0,High-High,✓,✗,✗,✗
d_append_num,imp.__sprintf_chk,High-High,✓,✗,✗,✗
d_append_num,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
d_append_num,imp.strlen,High-High,✓,✗,✗,✗
d_append_string,imp.strlen,High-High,✓,✗,✗,✗
d_bare_function_type,cplus_demangle_type,High-High,✓,✗,✗,✗
d_bare_function_type,d_parmlist,High-High,✓,✗,✗,✗
d_call_offset,d_number,High-High,✓,✗,✗,✗
d_cv_qualifiers,d_expression,High-High,✓,✗,✗,✗
d_cv_qualifiers,d_make_comp,High-High,✓,✗,✗,✗
d_cv_qualifiers,d_parmlist,High-High,✓,✗,✗,✗
d_cv_qualifiers,next_is_type_qual,High-High,✓,✗,✗,✗
d_demangle_callback,cplus_demangle_print_callback,High-High,✓,✗,✗,✗
d_demangle_callback,cplus_demangle_type,High-High,✓,✗,✗,✗
d_demangle_callback,d_encoding,High-High,✓,✗,✗,✗
d_demangle_callback,d_make_comp,High-High,✓,✗,✗,✗
d_demangle_callback,d_special_name,High-High,✓,✗,✗,✗
d_demangle_callback,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
d_demangle_callback,imp.strlen,High-High,✓,✗,✗,✗
d_demangle_callback,imp.strncmp,High-High,✓,✗,✗,✗
d_discriminator,d_number,High-High,✓,✗,✗,✗
d_encoding,d_bare_function_type,High-High,✓,✗,✗,✗
d_encoding,d_expression,High-High,✓,✗,✗,✗
d_encoding,d_make_comp,High-High,✓,✗,✗,✗
d_encoding,d_name,High-High,✓,✗,✗,✗
d_expr_primary,cplus_demangle_type,High-High,✓,✗,✗,✗
d_expr_primary,d_encoding,High-High,✓,✗,✗,✗
d_expr_primary,d_make_comp,High-High,✓,✗,✗,✗
d_expr_primary,d_make_name,High-High,✓,✗,✗,✗
d_expr_primary,d_special_name,High-High,✓,✗,✗,✗
d_expr_primary,imp.strcmp,High-High,✓,✗,✗,✗
d_expression,cplus_demangle_type,High-High,✓,✗,✗,✗
d_expression,d_expression,High-High,✓,✗,✗,✗
d_expression,d_exprlist,High-High,✓,✗,✗,✗
d_expression,d_make_comp,High-High,✓,✗,✗,✗
d_expression,d_number,High-High,✓,✗,✗,✗
d_expression,d_operator_name,High-High,✓,✗,✗,✗
d_expression,d_prefix,High-High,✓,✗,✗,✗
d_expression,d_source_name,High-High,✓,✗,✗,✗
d_expression,d_template_args,High-High,✓,✗,✗,✗
d_expression,d_unqualified_name,High-High,✓,✗,✗,✗
d_exprlist,d_expression,High-High,✓,✗,✗,✗
d_exprlist,d_make_comp,High-High,✓,✗,✗,✗
d_exprlist,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
d_find_pack,d_find_pack,High-High,✓,✗,✗,✗
d_function_type,d_bare_function_type,High-High,✓,✗,✗,✗
d_function_type,d_ref_qualifier,High-High,✓,✗,✗,✗
d_maybe_module_name,d_make_comp,High-High,✓,✗,✗,✗
d_maybe_module_name,d_source_name,High-High,✓,✗,✗,✗
d_maybe_print_designated_init,d_print_comp,High-High,✓,✗,✗,✗
d_maybe_print_designated_init,d_print_subexpr,High-High,✓,✗,✗,✗
d_maybe_print_designated_init,is_designated_init,High-High,✓,✗,✗,✗
d_maybe_print_fold_expression,d_print_expr_op,High-High,✓,✗,✗,✗
d_maybe_print_fold_expression,d_print_subexpr,High-High,✓,✗,✗,✗
d_name,d_cv_qualifiers,High-High,✓,✗,✗,✗
d_name,d_discriminator,High-High,✓,✗,✗,✗
d_name,d_encoding,High-High,✓,✗,✗,✗
d_name,d_make_comp,High-High,✓,✗,✗,✗
d_name,d_name,High-High,✓,✗,✗,✗
d_name,d_number,High-High,✓,✗,✗,✗
d_name,d_prefix,High-High,✓,✗,✗,✗
d_name,d_ref_qualifier,High-High,✓,✗,✗,✗
d_name,d_special_name,High-High,✓,✗,✗,✗
d_name,d_substitution,High-High,✓,✗,✗,✗
d_name,d_template_args,High-High,✓,✗,✗,✗
d_name,d_unqualified_name,High-High,✓,✗,✗,✗
d_name,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
d_operator_name,cplus_demangle_type,High-High,✓,✗,✗,✗
d_operator_name,d_make_comp,High-High,✓,✗,✗,✗
d_operator_name,d_source_name,High-High,✓,✗,✗,✗
d_parmlist,cplus_demangle_type,High-High,✓,✗,✗,✗
d_parmlist,d_make_comp,High-High,✓,✗,✗,✗
d_parmlist,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
d_prefix,cplus_demangle_type,High-High,✓,✗,✗,✗
d_prefix,d_make_comp,High-High,✓,✗,✗,✗
d_prefix,d_substitution,High-High,✓,✗,✗,✗
d_prefix,d_template_args,High-High,✓,✗,✗,✗
d_prefix,d_template_param,High-High,✓,✗,✗,✗
d_prefix,d_unqualified_name,High-High,✓,✗,✗,✗
d_print_array_type,d_print_comp,High-High,✓,✗,✗,✗
d_print_array_type,d_print_mod_list,High-High,✓,✗,✗,✗
d_print_comp,d_print_comp_inner,High-High,✓,✗,✗,✗
d_print_comp,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
d_print_comp_inner,d_append_char,High-High,✓,✗,✗,✗
d_print_comp_inner,d_append_string,High-High,✓,✗,✗,✗
d_print_comp_inner,d_find_pack,High-High,✓,✗,✗,✗
d_print_comp_inner,d_maybe_print_designated_init,High-High,✓,✗,✗,✗
d_print_comp_inner,d_maybe_print_fold_expression,High-High,✓,✗,✗,✗
d_print_comp_inner,d_pack_length,High-High,✓,✗,✗,✗
d_print_comp_inner,d_print_array_type,High-High,✓,✗,✗,✗
d_print_comp_inner,d_print_comp,High-High,✓,✗,✗,✗
d_print_comp_inner,d_print_expr_op,High-High,✓,✗,✗,✗
d_print_comp_inner,d_print_function_type,High-High,✓,✗,✗,✗
d_print_comp_inner,d_print_lambda_parm_name,High-High,✓,✗,✗,✗
d_print_comp_inner,d_print_mod,High-High,✓,✗,✗,✗
d_print_comp_inner,d_print_subexpr,High-High,✓,✗,✗,✗
d_print_comp_inner,imp.__sprintf_chk,High-High,✓,✗,✗,✗
d_print_comp_inner,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
d_print_comp_inner,imp.strcmp,High-High,✓,✗,✗,✗
d_print_comp_inner,imp.strlen,High-High,✓,✗,✗,✗
d_print_comp_inner,imp.strncmp,High-High,✓,✗,✗,✗
d_print_function_type,d_print_comp,High-High,✓,✗,✗,✗
d_print_function_type,d_print_mod_list,High-High,✓,✗,✗,✗
d_print_lambda_parm_name,imp.__sprintf_chk,High-High,✓,✗,✗,✗
d_print_lambda_parm_name,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
d_print_lambda_parm_name,imp.strlen,High-High,✓,✗,✗,✗
