Caller,Callee,Call Type,Radare2,Ghidra,Angr_Fast,Angr_Emul
elfcore_write_s390_system_call,elfcore_write_note,High-High,✓,✗,✗,✗
elfcore_write_s390_tdb,elfcore_write_note,High-High,✓,✗,✗,✗
elfcore_write_s390_timer,elfcore_write_note,High-High,✓,✗,✗,✗
elfcore_write_s390_todcmp,elfcore_write_note,High-High,✓,✗,✗,✗
elfcore_write_s390_todpreg,elfcore_write_note,High-High,✓,✗,✗,✗
elfcore_write_s390_vxrs_high,elfcore_write_note,High-High,✓,✗,✗,✗
elfcore_write_s390_vxrs_low,elfcore_write_note,High-High,✓,✗,✗,✗
elfcore_write_x86_segbases,elfcore_write_note,High-High,✓,✗,✗,✗
elfcore_write_xstatereg,elfcore_write_note,High-High,✓,✗,✗,✗
elfobj_grok_gnu_note,bfd_alloc,High-High,✓,✗,✗,✗
elfobj_grok_gnu_note,imp.memcpy,High-High,✓,✗,✗,✗
entry.fini0,deregister_tm_clones,High-High,✓,✗,✗,✗
entry0,libc_start_main,High-High,✓,✗,✗,✗
eq_asymbol,imp.strcmp,High-High,✓,✗,✗,✗
err_sprintf,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
err_sprintf,imp.__vsnprintf_chk,High-High,✓,✗,✗,✗
err_sprintf,stack_chk_fail,High-High,✗,✗,✗,✓
err_sprintf,vsnprintf_chk,High-High,✗,✗,✗,✓
error_handler_fprintf,bfd_doprnt,High-High,✓,✗,✗,✗
error_handler_fprintf,bfd_doprnt_scan,High-High,✓,✗,✗,✗
error_handler_fprintf,imp.__fprintf_chk,High-High,✓,✗,✗,✗
error_handler_fprintf,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
error_handler_fprintf,imp.fflush,High-High,✓,✗,✗,✗
error_handler_fprintf,imp.fputc,High-High,✓,✗,✗,✗
error_handler_sprintf,bfd_doprnt,High-High,✓,✗,✗,✗
error_handler_sprintf,bfd_doprnt_scan,High-High,✓,✗,✗,✗
error_handler_sprintf,bfd_malloc,High-High,✓,✗,✗,✗
error_handler_sprintf,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
error_handler_sprintf,imp.memcpy,High-High,✓,✗,✗,✗
eval_symbol,bfd_error_handler,High-High,✓,✗,✗,✗
eval_symbol,bfd_set_error,High-High,✓,✗,✗,✗
eval_symbol,eval_symbol,High-High,✓,✗,✗,✗
eval_symbol,imp.__isoc23_strtol,High-High,✓,✗,✗,✗
eval_symbol,imp.__isoc23_strtoul,High-High,✓,✗,✗,✗
eval_symbol,imp.__memcpy_chk,High-High,✓,✗,✗,✗
eval_symbol,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
eval_symbol,imp.dcgettext,High-High,✓,✗,✗,✗
eval_symbol,imp.strlen,High-High,✓,✗,✗,✗
eval_symbol,resolve_section,High-High,✓,✗,✗,✗
eval_symbol,resolve_symbol,High-High,✓,✗,✗,✗
eval_symbol,startswith,High-High,✓,✗,✗,✗
expandargv,buildargv,High-High,✗,✗,✓,✓
expandargv,dupargv,High-High,✗,✗,✓,✓
expandargv,fclose,High-High,✗,✓,✓,✓
expandargv,ferror,High-High,✗,✗,✓,✓
expandargv,fopen,High-High,✗,✓,✓,✓
expandargv,fprintf_chk,High-High,✗,✓,✓,✓
expandargv,fread,High-High,✗,✗,✓,✓
expandargv,free,High-High,✗,✓,✓,✓
expandargv,fseek,High-High,✗,✗,✓,✓
expandargv,ftell,High-High,✗,✗,✓,✓
expandargv,imp.__fprintf_chk,High-High,✓,✗,✗,✗
expandargv,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
expandargv,imp.fclose,High-High,✓,✗,✗,✗
expandargv,imp.fopen,High-High,✓,✗,✗,✗
expandargv,imp.fread,High-High,✓,✗,✗,✗
expandargv,imp.fseek,High-High,✓,✗,✗,✗
expandargv,imp.ftell,High-High,✓,✗,✗,✗
expandargv,imp.stat,High-High,✓,✗,✗,✗
expandargv,memcpy,High-High,✗,✗,✓,✓
expandargv,memmove_chk,High-High,✗,✗,✓,✓
expandargv,stack_chk_fail,High-High,✗,✓,✓,✓
expandargv,stat,High-High,✗,✓,✓,✓
expandargv,xexit,High-High,✓,✗,✓,✓
expandargv,xmalloc,High-High,✓,✗,✓,✓
expandargv,xrealloc,High-High,✗,✗,✓,✓
fatal,report,High-High,✓,✗,✓,✓
fatal,stack_chk_fail,High-High,✗,✗,✗,✓
fatal,xexit,High-High,✓,✗,✓,✓
filename_eq,imp.strcmp,High-High,✓,✗,✗,✗
fill_window,imp.memcpy,High-High,✓,✗,✗,✗
fill_window,imp.memset,High-High,✓,✗,✗,✗
fill_window,read_buf,High-High,✓,✗,✗,✗
fill_window,slide_hash,High-High,✓,✗,✗,✗
find_chunk,bfd_zalloc,High-High,✓,✗,✗,✗
find_debug_info,imp.strcmp,High-High,✓,✗,✗,✗
find_debug_info,imp.strncmp,High-High,✓,✗,✗,✗
find_link,bfd_assert,High-High,✓,✗,✗,✗
find_separate_debug_file,bfd_assert,High-High,✓,✗,✗,✗
find_separate_debug_file,bfd_malloc,High-High,✓,✗,✗,✗
find_separate_debug_file,bfd_set_error,High-High,✓,✗,✗,✗
find_separate_debug_file,imp.memcpy,High-High,✓,✗,✗,✗
find_separate_debug_file,imp.strlen,High-High,✓,✗,✗,✗
find_separate_debug_file,lrealpath,High-High,✓,✗,✗,✗
find_target,bfd_set_error,High-High,✓,✗,✓,✓
find_target,fnmatch,High-High,✗,✗,✓,✓
find_target,imp.fnmatch,High-High,✓,✗,✗,✗
find_target,imp.strcmp,High-High,✓,✗,✗,✗
find_target,strcmp,High-High,✗,✗,✓,✓
first_phase,bfd_alloc,High-High,✓,✗,✗,✗
first_phase,find_chunk,High-High,✓,✗,✗,✗
first_phase,getsym,High-High,✓,✗,✗,✗
first_phase,getvalue,High-High,✓,✗,✗,✗
first_phase,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
first_phase,imp.memcpy,High-High,✓,✗,✗,✗
flip_sframe,debug_printf,High-High,✓,✗,✗,✗
flush_pending,imp.memcpy,High-High,✓,✗,✗,✗
flush_pending,tr_flush_bits,High-High,✓,✗,✗,✗
generic_add_output_symbol,bfd_realloc,High-High,✓,✗,✗,✗
generic_core_file_matches_executable_p,bfd_set_error,High-High,✓,✗,✗,✗
generic_core_file_matches_executable_p,filename_cmp,High-High,✓,✗,✗,✗
generic_core_file_matches_executable_p,imp.strrchr,High-High,✓,✗,✗,✗
get_alt_debug_link_info_shim,bfd_get_alt_debug_link_info,High-High,✓,✗,✗,✗
get_alt_debug_link_info_shim,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
get_build_id,bfd_alloc,High-High,✓,✗,✗,✗
get_build_id,bfd_assert,High-High,✓,✗,✗,✗
get_build_id,bfd_set_error,High-High,✓,✗,✗,✗
get_build_id,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
get_build_id,imp.memcpy,High-High,✓,✗,✗,✗
get_build_id_name,bfd_malloc,High-High,✓,✗,✗,✗
get_build_id_name,bfd_set_error,High-High,✓,✗,✗,✗
get_build_id_name,get_build_id,High-High,✓,✗,✗,✗
get_build_id_name,imp.__sprintf_chk,High-High,✓,✗,✗,✗
get_char,imp.__uflow,High-High,✓,✗,✗,✗
get_char,uflow,High-High,✗,✗,✓,✓
get_file_size,imp.__errno_location,High-High,✓,✗,✗,✗
get_file_size,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
get_file_size,imp.dcgettext,High-High,✓,✗,✗,✗
get_file_size,imp.stat,High-High,✓,✗,✗,✗
get_file_size,imp.strerror,High-High,✓,✗,✗,✗
get_file_size,non_fatal,High-High,✓,✗,✗,✗
getpwd,imp.__errno_location,High-High,✓,✗,✗,✗
getpwd,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
getpwd,imp.getcwd,High-High,✓,✗,✗,✗
getpwd,imp.getenv,High-High,✓,✗,✗,✗
getpwd,imp.stat,High-High,✓,✗,✗,✗
getpwd,xmalloc,High-High,✓,✗,✗,✗
higher_prime_index,imp.__fprintf_chk,High-High,✓,✗,✗,✗
higher_prime_index,imp.abort,High-High,✓,✗,✗,✗
htab_clear_slot,imp.abort,High-High,✓,✗,✗,✗
htab_create_alloc_ex,higher_prime_index,High-High,✓,✗,✗,✗
htab_delete,bfd_error,High-High,✓,✗,✗,✗
htab_empty,bfd_error,High-High,✓,✗,✗,✗
htab_empty,higher_prime_index,High-High,✓,✗,✗,✗
htab_empty,imp.memset,High-High,✓,✗,✗,✗
htab_eq_string,imp.strcmp,High-High,✓,✗,✗,✗
htab_expand,elf_phdr,High-High,✓,✗,✗,✗
htab_expand,higher_prime_index,High-High,✓,✗,✗,✗
htab_expand,imp.abort,High-High,✓,✗,✗,✗
htab_expand,rflags,High-High,✓,✗,✗,✗
htab_find,rflags,High-High,✓,✗,✗,✗
htab_find_slot,rflags,High-High,✓,✗,✗,✗
htab_remove_elt,rflags,High-High,✓,✗,✗,✗
htab_traverse,htab_expand,High-High,✓,✗,✗,✗
ihex_bad_byte,bfd_error_handler,High-High,✓,✗,✗,✗
ihex_bad_byte,bfd_set_error,High-High,✓,✗,✗,✗
ihex_bad_byte,imp.__sprintf_chk,High-High,✓,✗,✗,✗
ihex_bad_byte,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
ihex_bad_byte,imp.dcgettext,High-High,✓,✗,✗,✗
ihex_mkobject,bfd_alloc,High-High,✓,✗,✗,✗
ihex_object_p,bfd_alloc,High-High,✓,✗,✗,✗
ihex_object_p,bfd_error_handler,High-High,✓,✗,✗,✗
ihex_object_p,bfd_get_error,High-High,✓,✗,✗,✗
ihex_object_p,bfd_read,High-High,✓,✗,✗,✗
ihex_object_p,bfd_realloc,High-High,✓,✗,✗,✗
ihex_object_p,bfd_release,High-High,✓,✗,✗,✗
ihex_object_p,bfd_seek,High-High,✓,✗,✗,✗
ihex_object_p,bfd_set_error,High-High,✓,✗,✗,✗
ihex_object_p,bfd_tell,High-High,✓,✗,✗,✗
ihex_object_p,hex_init,High-High,✓,✗,✗,✗
ihex_object_p,ihex_bad_byte,High-High,✓,✗,✗,✗
ihex_object_p,imp.__sprintf_chk,High-High,✓,✗,✗,✗
ihex_object_p,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
ihex_object_p,imp.dcgettext,High-High,✓,✗,✗,✗
ihex_object_p,imp.strcpy,High-High,✓,✗,✗,✗
ihex_object_p,imp.strlen,High-High,✓,✗,✗,✗
ihex_write_object_contents,bfd_error_handler,High-High,✓,✗,✗,✗
ihex_write_object_contents,bfd_set_error,High-High,✓,✗,✗,✗
ihex_write_object_contents,ihex_write_record,High-High,✓,✗,✗,✗
ihex_write_object_contents,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
ihex_write_object_contents,imp.dcgettext,High-High,✓,✗,✗,✗
ihex_write_record,bfd_write,High-High,✓,✗,✗,✗
ihex_write_record,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
inflate,adler32,High-High,✓,✗,✗,✗
inflate,crc32,High-High,✓,✗,✗,✗
inflate,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
inflate,imp.memcpy,High-High,✓,✗,✗,✗
inflate,inflateStateCheck,High-High,✓,✗,✗,✗
inflate,inflate_fast,High-High,✓,✗,✗,✗
inflate,inflate_table,High-High,✓,✗,✗,✗
inflate,updatewindow,High-High,✓,✗,✗,✗
inflateCopy,elf_phdr,High-High,✓,✗,✗,✗
inflateCopy,imp.memcpy,High-High,✓,✗,✗,✗
inflateCopy,inflateStateCheck,High-High,✓,✗,✗,✗
inflateEnd,inflateStateCheck,High-High,✓,✗,✗,✗
inflateGetDictionary,imp.memcpy,High-High,✓,✗,✗,✗
inflateGetDictionary,inflateStateCheck,High-High,✓,✗,✗,✗
inflateInit2_,inflateReset2,High-High,✓,✗,✗,✗
inflateReset2,inflateStateCheck,High-High,✓,✗,✗,✗
inflateResetKeep,inflateStateCheck,High-High,✓,✗,✗,✗
inflateSetDictionary,adler32,High-High,✓,✗,✗,✗
inflateSetDictionary,inflateStateCheck,High-High,✓,✗,✗,✗
inflateSetDictionary,updatewindow,High-High,✓,✗,✗,✗
inflateSync,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
inflateSync,inflateResetKeep,High-High,✓,✗,✗,✗
inflateSync,inflateStateCheck,High-High,✓,✗,✗,✗
inflate_table,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
init_reloc_cookie,bfd_elf_get_elf_syms,High-High,✓,✗,✗,✗
init_reloc_cookie,imp.dcgettext,High-High,✓,✗,✗,✗
init_reloc_cookie_for_section,bfd_elf_link_info_read_relocs,High-High,✓,✗,✗,✗
init_reloc_cookie_for_section,init_reloc_cookie,High-High,✓,✗,✗,✗
internal_srec_write_object_contents,bfd_is_local_label,High-High,✓,✗,✗,✗
internal_srec_write_object_contents,bfd_octets_per_byte,High-High,✓,✗,✗,✗
internal_srec_write_object_contents,bfd_write,High-High,✓,✗,✗,✗
internal_srec_write_object_contents,imp.__sprintf_chk,High-High,✓,✗,✗,✗
internal_srec_write_object_contents,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
internal_srec_write_object_contents,imp.strlen,High-High,✓,✗,✗,✗
internal_srec_write_object_contents,srec_write_record,High-High,✓,✗,✗,✗
is_ctor_or_dtor,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
is_ctor_or_dtor,imp.strlen,High-High,✓,✗,✗,✗
java_demangle_v3,d_demangle_callback,High-High,✓,✗,✗,✗
java_demangle_v3,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
line_info_add_file_name,bfd_realloc,High-High,✓,✗,✗,✗
list_matching_formats,imp.__fprintf_chk,High-High,✓,✗,✗,✗
list_matching_formats,imp.dcgettext,High-High,✓,✗,✗,✗
list_matching_formats,imp.fflush,High-High,✓,✗,✗,✗
local_hash_newfunc,bfd_hash_allocate,High-High,✓,✗,✗,✗
local_hash_newfunc,bfd_hash_newfunc,High-High,✓,✗,✗,✗
lrealpath,imp.__realpath_chk,High-High,✓,✗,✗,✗
lrealpath,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
lrealpath,imp.strdup,High-High,✓,✗,✗,✗
main,bfd_check_format,High-High,✓,✓,✓,✓
main,bfd_close,High-High,✓,✓,✓,✓
main,bfd_errmsg,High-High,✓,✓,✓,✓
main,bfd_get_error,High-High,✓,✓,✓,✓
main,bfd_init,High-High,✓,✓,✓,✓
main,bfd_nonfatal,High-High,✓,✓,✓,✓
main,bfd_openr,High-High,✓,✓,✓,✓
main,bfd_set_error_program_name,High-High,✓,✓,✓,✓
main,bindtextdomain,High-High,✗,✓,✓,✓
main,dcgettext,High-High,✗,✓,✓,✓
main,errno_location,High-High,✗,✓,✓,✓
main,expandargv,High-High,✓,✓,✓,✓
main,fatal,High-High,✓,✓,✓,✓
main,fclose,High-High,✗,✓,✓,✓
main,fopen,High-High,✗,✓,✓,✓
main,fprintf_chk,High-High,✗,✓,✓,✓
main,free,High-High,✗,✓,✓,✓
main,getopt_long,High-High,✗,✓,✓,✓
main,imp.__errno_location,High-High,✓,✗,✗,✗
main,imp.__fprintf_chk,High-High,✓,✗,✗,✗
main,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
main,imp.bindtextdomain,High-High,✓,✗,✗,✗
main,imp.dcgettext,High-High,✓,✗,✗,✗
main,imp.fclose,High-High,✓,✗,✗,✗
main,imp.fopen,High-High,✓,✗,✗,✗
main,imp.getopt_long,High-High,✓,✗,✗,✗
main,imp.perror,High-High,✓,✗,✗,✗
main,imp.setlocale,High-High,✓,✗,✗,✗
main,imp.stat,High-High,✓,✗,✗,✗
main,imp.strcmp,High-High,✓,✗,✗,✗
main,imp.strerror,High-High,✓,✗,✗,✗
main,imp.textdomain,High-High,✓,✗,✗,✗
main,non_fatal,High-High,✓,✓,✓,✓
main,perror,High-High,✗,✓,✓,✓
main,print_strings,High-High,✓,✓,✓,✓
main,print_version,High-High,✓,✓,✓,✗
main,set_string_min,High-High,✓,✓,✓,✓
main,setlocale,High-High,✗,✓,✓,✓
main,stack_chk_fail,High-High,✗,✓,✓,✓
main,stat,High-High,✗,✓,✓,✓
main,strcmp,High-High,✗,✓,✓,✗
main,strerror,High-High,✗,✓,✓,✓
main,textdomain,High-High,✗,✓,✓,✓
main,usage,High-High,✓,✓,✓,✓
make_mapping,bfd_zalloc,High-High,✓,✗,✗,✗
make_relative_prefix,imp.__memcpy_chk,High-High,✓,✗,✗,✗
make_relative_prefix,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
make_relative_prefix,imp.__strcat_chk,High-High,✓,✗,✗,✗
make_relative_prefix,imp.access,High-High,✓,✗,✗,✗
make_relative_prefix,imp.getenv,High-High,✓,✗,✗,✗
make_relative_prefix,imp.malloc,High-High,✓,✗,✗,✗
make_relative_prefix,imp.stat,High-High,✓,✗,✗,✗
make_relative_prefix,imp.strcmp,High-High,✓,✗,✗,✗
make_relative_prefix,imp.strdup,High-High,✓,✗,✗,✗
make_relative_prefix,imp.strlen,High-High,✓,✗,✗,✗
make_relative_prefix,lbasename,High-High,✓,✗,✗,✗
make_relative_prefix,lrealpath,High-High,✓,✗,✗,✗
make_relative_prefix,split_directories,High-High,✓,✗,✗,✗
make_temp_file_with_prefix,choose_tmpdir,High-High,✓,✗,✗,✗
make_temp_file_with_prefix,imp.abort,High-High,✓,✗,✗,✗
make_tempdir,bfd_set_error,High-High,✓,✗,✗,✗
make_tempdir,imp.mkdtemp,High-High,✓,✗,✗,✗
make_tempdir,template_in_dir,High-High,✓,✗,✗,✗
make_tempname,bfd_set_error,High-High,✓,✗,✗,✗
make_tempname,imp.mkstemp,High-High,✓,✗,✗,✗
make_tempname,template_in_dir,High-High,✓,✗,✗,✗
mangle_name,bfd_alloc,High-High,✓,✗,✗,✗
mangle_name,imp.__sprintf_chk,High-High,✓,✗,✗,✗
mangle_name,imp.strlen,High-High,✓,✗,✗,✗
memory_bread,bfd_set_error,High-High,✓,✗,✗,✗
memory_bread,imp.memcpy,High-High,✓,✗,✗,✗
memory_bseek,bfd_realloc_or_free,High-High,✓,✗,✗,✗
memory_bseek,bfd_set_error,High-High,✓,✗,✗,✗
memory_bseek,imp.__errno_location,High-High,✓,✗,✗,✗
memory_bseek,imp.memset,High-High,✓,✗,✗,✗
memory_bwrite,bfd_realloc_or_free,High-High,✓,✗,✗,✗
memory_bwrite,imp.memcpy,High-High,✓,✗,✗,✗
memory_bwrite,imp.memset,High-High,✓,✗,✗,✗
message,imp.__printf_chk,High-High,✓,✗,✗,✗
message,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
message,imp.__vfprintf_chk,High-High,✓,✗,✗,✗
message,imp.putc,High-High,✓,✗,✗,✗
non_fatal,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
non_fatal,report,High-High,✓,✗,✓,✓
non_fatal,stack_chk_fail,High-High,✗,✓,✓,✓
obj_attr_v1_size,imp.strlen,High-High,✓,✗,✗,✗
objalloc_alloc,imp.malloc,High-High,✓,✗,✗,✗
objalloc_create,imp.malloc,High-High,✓,✗,✗,✗
objalloc_free,free,High-High,✗,✗,✓,✓
objalloc_free_block,imp.abort,High-High,✓,✗,✗,✗
offset_from_vma,bfd_set_error,High-High,✓,✗,✗,✗
on_needed_list,imp.strcmp,High-High,✓,✗,✗,✗
on_needed_list,on_needed_list,High-High,✓,✗,✗,✗
out,bfd_abort,High-High,✓,✗,✗,✗
out,bfd_write,High-High,✓,✗,✗,✗
out,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
parse_die,elf_phdr,High-High,✓,✗,✗,✗
parse_die,imp.strnlen,High-High,✓,✗,✗,✗
parse_vma,bfd_scan_vma,High-High,✓,✗,✗,✗
parse_vma,fatal,High-High,✓,✗,✗,✗
parse_vma,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
parse_vma,imp.dcgettext,High-High,✓,✗,✗,✗
pe_ILF_cleanup,coff_object_cleanup,High-High,✓,✗,✗,✗
pe_ILF_make_a_symbol,bfd_assert,High-High,✓,✗,✗,✗
pe_ILF_make_a_symbol,imp.__sprintf_chk,High-High,✓,✗,✗,✗
pe_ILF_save_relocs,bfd_abort,High-High,✓,✗,✗,✗
pe_bfd_object_p,bfd_alloc,High-High,✓,✗,✗,✗
pe_bfd_object_p,bfd_cache_close,High-High,✓,✗,✗,✗
pe_bfd_object_p,bfd_error_handler,High-High,✓,✗,✗,✗
pe_bfd_object_p,bfd_get_error,High-High,✓,✗,✗,✗
pe_bfd_object_p,bfd_get_file_size,High-High,✓,✗,✗,✗
pe_bfd_object_p,bfd_malloc,High-High,✓,✗,✗,✗
pe_bfd_object_p,bfd_pei_swap_debugdir_in,High-High,✓,✗,✗,✗
pe_bfd_object_p,bfd_pex64i_swap_debugdir_in,High-High,✓,✗,✗,✗
pe_bfd_object_p,bfd_read,High-High,✓,✗,✗,✗
pe_bfd_object_p,bfd_release,High-High,✓,✗,✗,✗
pe_bfd_object_p,bfd_seek,High-High,✓,✗,✗,✗
pe_bfd_object_p,bfd_set_error,High-High,✓,✗,✗,✗
pe_bfd_object_p,bfd_zmalloc,High-High,✓,✗,✗,✗
pe_bfd_object_p,coff_real_object_p,High-High,✓,✗,✗,✗
pe_bfd_object_p,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
pe_bfd_object_p,imp.dcgettext,High-High,✓,✗,✗,✗
pe_bfd_object_p,imp.memcpy,High-High,✓,✗,✗,✗
pe_bfd_object_p,imp.strchr,High-High,✓,✗,✗,✗
pe_bfd_object_p,imp.strlen,High-High,✓,✗,✗,✗
pe_bfd_object_p,imp.strnlen,High-High,✓,✗,✗,✗
pe_bfd_object_p,imp.strrchr,High-High,✓,✗,✗,✗
pe_bfd_object_p,pe_ILF_make_a_symbol,High-High,✓,✗,✗,✗
pe_bfd_object_p,pe_ILF_save_relocs,High-High,✓,✗,✗,✗
pe_mkobject,bfd_zalloc,High-High,✓,✗,✗,✗
pe_mkobject_hook,pe_mkobject,High-High,✓,✗,✗,✗
pe_print_debugdata,bfd_pei_swap_debugdir_in,High-High,✓,✗,✗,✗
pe_print_debugdata,bfd_pex64i_swap_debugdir_in,High-High,✓,✗,✗,✗
pe_print_debugdata,imp.__fprintf_chk,High-High,✓,✗,✗,✗
pe_print_debugdata,imp.__sprintf_chk,High-High,✓,✗,✗,✗
pe_print_debugdata,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
pe_print_debugdata,imp.dcgettext,High-High,✓,✗,✗,✗
pex64_bfd_print_pdata,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
pex64_bfd_print_pdata,pex64_bfd_print_pdata_section,High-High,✓,✗,✗,✗
pex64_bfd_print_pdata_section,imp.__fprintf_chk,High-High,✓,✗,✗,✗
pex64_bfd_print_pdata_section,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
pex64_bfd_print_pdata_section,imp.dcgettext,High-High,✓,✗,✗,✗
pex64_bfd_print_pdata_section,imp.strcmp,High-High,✓,✗,✗,✗
pex64_bfd_print_pdata_section,xmalloc,High-High,✓,✗,✗,✗
pex64_print_all_pdata_sections,imp.strncmp,High-High,✓,✗,✗,✗
pex64_print_all_pdata_sections,pex64_bfd_print_pdata_section,High-High,✓,✗,✗,✗
place_sections,bfd_malloc,High-High,✓,✗,✗,✗
place_sections,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
place_sections,imp.strcmp,High-High,✓,✗,✗,✗
place_sections,imp.strncmp,High-High,✓,✗,✗,✗
print_and_clear_messages,bfd_error_handler,High-High,✓,✗,✗,✗
print_and_clear_messages,imp.strcmp,High-High,✓,✗,✗,✗
print_arelt_descr,imp.__fprintf_chk,High-High,✓,✗,✗,✗
print_arelt_descr,imp.__sprintf_chk,High-High,✓,✗,✗,✗
print_arelt_descr,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
print_arelt_descr,imp.ctime,High-High,✓,✗,✗,✗
print_arelt_descr,imp.dcgettext,High-High,✓,✗,✗,✗
print_arelt_descr,imp.fputc,High-High,✓,✗,✗,✗
print_arelt_descr,imp.fputs,High-High,✓,✗,✗,✗
print_arelt_descr,mode_string,High-High,✓,✗,✗,✗
print_filename_and_address,imp.__printf_chk,High-High,✓,✗,✗,✗
print_filename_and_address,printf_chk,High-High,✗,✗,✓,✓
print_ident,imp.__memmove_chk,High-High,✓,✗,✗,✗
print_ident,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
print_ident,imp.malloc,High-High,✓,✗,✗,✗
print_ident,imp.realloc,High-High,✓,✗,✗,✗
print_lifetime_from_index,imp.__snprintf_chk,High-High,✓,✗,✗,✗
print_lifetime_from_index,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
print_lifetime_from_index,imp.strlen,High-High,✓,✗,✗,✗
print_strings,display_utf8_char,High-High,✓,✗,✓,✓
print_strings,fputs,High-High,✗,✗,✓,✓
print_strings,free,High-High,✗,✓,✓,✓
print_strings,fwrite,High-High,✗,✗,✓,✓
print_strings,get_char,High-High,✗,✗,✓,✓
print_strings,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
print_strings,imp.fputs,High-High,✓,✗,✗,✗
print_strings,imp.fwrite,High-High,✓,✗,✗,✗
print_strings,imp.putc,High-High,✓,✗,✗,✗
print_strings,is_valid_utf8,High-High,✓,✗,✓,✓
print_strings,print_filename_and_address,High-High,✓,✗,✓,✓
print_strings,print_unicode_stream_body,High-High,✓,✗,✓,✓
print_strings,putc,High-High,✗,✗,✓,✓
print_strings,stack_chk_fail,High-High,✗,✓,✓,✓
print_strings,unget_part_char,High-High,✗,✗,✓,✓
print_strings,xmalloc,High-High,✓,✗,✓,✓
print_unicode_stream_body,display_utf8_char,High-High,✓,✗,✓,✓
print_unicode_stream_body,fputs,High-High,✗,✗,✓,✓
print_unicode_stream_body,imp.__stack_chk_fail,High-High,✓,✗,✗,✗
print_unicode_stream_body,imp.__uflow,High-High,✓,✗,✗,✗
print_unicode_stream_body,imp.fputs,High-High,✓,✗,✗,✗
print_unicode_stream_body,imp.putc,High-High,✓,✗,✗,✗
print_unicode_stream_body,print_filename_and_address,High-High,✓,✗,✓,✓
print_unicode_stream_body,putc,High-High,✗,✗,✓,✓
print_unicode_stream_body,stack_chk_fail,High-High,✗,✗,✓,✓
print_unicode_stream_body,uflow,High-High,✗,✗,✓,✓
print_version,dcgettext,High-High,✗,✓,✓,✗
print_version,exit,High-High,✗,✗,✓,✗
print_version,imp.__printf_chk,High-High,✓,✗,✗,✗
print_version,imp.dcgettext,High-High,✓,✗,✗,✗
print_version,imp.exit,High-High,✓,✗,✗,✗
print_version,printf_chk,High-High,✗,✗,✓,✗
read_address,bfd_abort,High-High,✓,✗,✗,✗
read_attribute_value,bfd_alloc,High-High,✓,✗,✗,✗
read_attribute_value,bfd_check_format,High-High,✓,✗,✗,✗
read_attribute_value,bfd_close,High-High,✓,✗,✗,✗
read_attribute_value,bfd_error_handler,High-High,✓,✗,✗,✗
read_attribute_value,bfd_follow_gnu_debugaltlink,High-High,✓,✗,✗,✗
read_attribute_value,bfd_openr,High-High,✓,✗,✗,✗
read_attribute_value,bfd_safe_read_leb128,High-High,✓,✗,✗,✗
read_attribute_value,bfd_set_error,High-High,✓,✗,✗,✗
read_attribute_value,elf_phdr,High-High,✓,✗,✗,✗
read_attribute_value,imp.dcgettext,High-High,✓,✗,✗,✗
read_attribute_value,read_3_bytes,High-High,✓,✗,✗,✗
read_attribute_value,read_address,High-High,✓,✗,✗,✗
read_attribute_value,read_attribute_value,High-High,✓,✗,✗,✗
read_attribute_value,read_indexed_address,High-High,✓,✗,✗,✗
read_attribute_value,read_indexed_string,High-High,✓,✗,✗,✗
read_attribute_value,read_section,High-High,✓,✗,✗,✗
read_buf,adler32,High-High,✓,✗,✗,✗
